ID,ReformSkill,ProfessionID,SkillID,ReformAttr,Weight,EquipText
51,105001,2102,210205,2=REFORM_SKILLPER_210205=200=1,1000,5001
52,105001,2102,210209,2=REFORM_SKILLPER_210209=200=1,1000,5001
53,105001,2201|2202,220108,2=REFORM_SKILLPER_220108=200=1,1000,5001
54,105001,2201|2202,220109,2=REFORM_SKILLPER_220109=200=1,1000,5001
55,105001,2201|2202,220112,2=REFORM_SKILLPER_220112=200=1,1000,5001
56,105001,2202,220202,2=REFORM_SKILLPER_220202=200=1,1000,5001
57,106001,6000|6101|6102,600001,2=REFORM_SKILLPER_600001=200=1|2=REFORM_SKILLPER_610101=200=1|2=REFORM_SKILLPER_610201=200=1,1000,5002
58,106001,6000|6101|6102,600004,2=REFORM_SKILLPER_600004=200=1,1000,5001
59,106001,6000|6101|6102,600005,2=REFORM_SKILLPER_600005=200=1,1000,5001
60,106001,6101|6102,610122,2=REFORM_SKILLPER_610122=200=1,1000,5001
61,106001,6102,610205,2=REFORM_SKILLPER_610205=200=1,1000,5001
62,106001,6102,610206,2=REFORM_SKILLPER_610206=200=1,1000,5001
63,106001,6102,610208,2=REFORM_SKILLPER_610208=200=1|2=REFORM_SKILLPER_610209=200=1,1000,5001
64,106001,6102,610211,2=REFORM_SKILLPER_610211=200=1|2=REFORM_SKILLPER_610214=200=1,1000,5001
65,106001,6102,610212,2=REFORM_SKILLPER_610212=200=1|2=REFORM_SKILLPER_610215=200=1,1000,5001
66,106001,6102,610217,2=REFORM_SKILLPER_610217=200=1,1000,5001
67,107001,6000|6101|6102,600001,2=REFORM_SKILLPER_600001=200=1|2=REFORM_SKILLPER_610101=200=1|2=REFORM_SKILLPER_610201=200=1,1000,5002
68,107001,6000|6101|6102,600004,2=REFORM_SKILLPER_600004=200=1,1000,5001
69,107001,6000|6101|6102,600005,2=REFORM_SKILLPER_600005=200=1,1000,5001
70,107001,6101|6102,610122,2=REFORM_SKILLPER_610122=200=1,1000,5001
71,107001,6102,610205,2=REFORM_SKILLPER_610205=200=1,1000,5001
72,107001,6102,610206,2=REFORM_SKILLPER_610206=200=1,1000,5001
73,107001,6102,610208,2=REFORM_SKILLPER_610208=200=1|2=REFORM_SKILLPER_610209=200=1,1000,5001
74,107001,6102,610211,2=REFORM_SKILLPER_610211=200=1|2=REFORM_SKILLPER_610214=200=1,1000,5001
75,107001,6102,610212,2=REFORM_SKILLPER_610212=200=1|2=REFORM_SKILLPER_610215=200=1,1000,5001
76,107001,6102,610217,2=REFORM_SKILLPER_610217=200=1,1000,5001
77,108001,3000|3101|3102|3201|3202,300005,2=REFORM_SKILLPER_300005=200=1|2=REFORM_SKILLPER_310101=200=1|2=REFORM_SKILLPER_310201=200=1|2=REFORM_SKILLPER_320101=200=1|2=REFORM_SKILLPER_320201=200=1,1000,5002
78,108001,3000|3101|3102,300001,2=REFORM_SKILLPER_300001=200=1,1000,5001
79,108001,3000|3101|3102,300008,2=REFORM_SKILLPER_300008=200=1,1000,5001
80,108001,3000|3101|3102,300016,2=REFORM_SKILLPER_300016=200=1|2=REFORM_SKILLPER_300017=200=1,1000,5001
81,108001,3101|3102,310106,2=REFORM_SKILLPER_310106=200=1,1000,5001
82,108001,3101|3102,310109,2=REFORM_SKILLPER_310109=200=1|2=REFORM_SKILLPER_310110=200=1,1000,5001
83,108001,3101|3102,310114,2=REFORM_SKILLPER_310114=200=1|2=REFORM_SKILLPER_310116=200=1,1000,5001
84,108001,3201|3202,320106,2=REFORM_SKILLPER_320106=200=1,1000,5001
85,108001,3201|3202,320107,2=REFORM_SKILLPER_320107=200=1,1000,5001
86,108001,3201|3202,320108,2=REFORM_SKILLPER_320108=200=1,1000,5001
87,108001,3201|3202,320109,2=REFORM_SKILLPER_320109=200=1|2=REFORM_SKILLPER_320117=200=1|2=REFORM_SKILLPER_320118=200=1,1000,5001
88,108001,3201|3202,320105,2=REFORM_SKILLPER_320105=200=1|2=REFORM_SKILLPER_320116=200=1,1000,5001
89,108001,3202,320203,2=REFORM_SKILLPER_320203=200=1,1000,5001
90,108001,3202,320204,2=REFORM_SKILLPER_320204=200=1,1000,5001
91,108001,3202,320205,2=REFORM_SKILLPER_320205=200=1,1000,5001
92,108001,3202,320207,2=REFORM_SKILLPER_320207=200=1,1000,5001
93,108001,6000|6101|6102|6201|6202,600001,2=REFORM_SKILLPER_600001=200=1|2=REFORM_SKILLPER_610101=200=1|2=REFORM_SKILLPER_610201=200=1|2=REFORM_SKILLPER_620201=200=1|2=REFORM_SKILLPER_620101=200=1,1000,5002
94,108001,6000|6101|6102|6201|6202,600004,2=REFORM_SKILLPER_600004=200=1,1000,5001
95,108001,6000|6101|6102|6201|6202,600005,2=REFORM_SKILLPER_600005=200=1,1000,5001
96,108001,6101|6102,610122,2=REFORM_SKILLPER_610122=200=1,1000,5001
97,108001,6102,610205,2=REFORM_SKILLPER_610205=200=1,1000,5001
98,108001,6102,610206,2=REFORM_SKILLPER_610206=200=1,1000,5001
99,108001,6102,610208,2=REFORM_SKILLPER_610208=200=1|2=REFORM_SKILLPER_610209=200=1,1000,5001
100,108001,6102,610211,2=REFORM_SKILLPER_610211=200=1|2=REFORM_SKILLPER_610214=200=1,1000,5001
101,108001,6102,610212,2=REFORM_SKILLPER_610212=200=1|2=REFORM_SKILLPER_610215=200=1,1000,5001
102,108001,6102,610217,2=REFORM_SKILLPER_610217=200=1,1000,5001
103,109001,4000|4101|4102,400001,2=REFORM_SKILLPER_400001=200=1,1000,5001
104,109001,4000|4101|4102,400003,2=REFORM_SKILLPER_400003=200=1,1000,5001
105,109001,4000|4101|4102,400005,2=REFORM_SKILLPER_400005=200=1,1000,5001
106,109001,4101|4102,400015,2=REFORM_SKILLPER_400015=200=1|2=REFORM_SKILLPER_410115=200=1,1000,5001
107,109001,4101|4102,400016,2=REFORM_SKILLPER_400016=200=1|2=REFORM_SKILLPER_410116=200=1,1000,5001
108,109001,4101|4102,410104,2=REFORM_SKILLPER_410104=200=1,1000,5001
109,109001,4101|4102,410112,2=REFORM_SKILLPER_410112=200=1|2=REFORM_SKILLPER_410113=200=1,1000,5001
110,109001,4102,410204,2=REFORM_SKILLPER_410204=200=1,1000,5001
111,109001,4102,410208,2=REFORM_SKILLPER_410208=200=1|2=REFORM_SKILLPER_410213=200=1,1000,5001
112,109001,4102,410210,2=REFORM_SKILLPER_410210=200=1,1000,5001
113,109001,3000|3101|3102|3201|3202,300005,2=REFORM_SKILLPER_300005=200=1|2=REFORM_SKILLPER_310101=200=1|2=REFORM_SKILLPER_310201=200=1|2=REFORM_SKILLPER_320101=200=1|2=REFORM_SKILLPER_320201=200=1,1000,5002
114,109001,3000|3101|3102,300001,2=REFORM_SKILLPER_300001=200=1,1000,5001
115,109001,3000|3101|3102,300008,2=REFORM_SKILLPER_300008=200=1,1000,5001
116,109001,3000|3101|3102,300016,2=REFORM_SKILLPER_300016=200=1|2=REFORM_SKILLPER_300017=200=1,1000,5001
117,109001,3101|3102,310106,2=REFORM_SKILLPER_310106=200=1,1000,5001
118,109001,3101|3102,310109,2=REFORM_SKILLPER_310109=200=1|2=REFORM_SKILLPER_310110=200=1,1000,5001
119,109001,3101|3102,310114,2=REFORM_SKILLPER_310114=200=1|2=REFORM_SKILLPER_310116=200=1,1000,5001
120,109001,3102,310209,2=REFORM_SKILLPER_310209=200=1,1000,5001
121,110001,4000|4101|4102,400001,2=REFORM_SKILLPER_400001=200=1,1000,5001
122,110001,4000|4101|4102,400003,2=REFORM_SKILLPER_400003=200=1,1000,5001
123,110001,4000|4101|4102,400005,2=REFORM_SKILLPER_400005=200=1,1000,5001
124,110001,4101|4102,400015,2=REFORM_SKILLPER_400015=200=1|2=REFORM_SKILLPER_410115=200=1,1000,5001
125,110001,4101|4102,400016,2=REFORM_SKILLPER_400016=200=1|2=REFORM_SKILLPER_410116=200=1,1000,5001
126,110001,4101|4102,410104,2=REFORM_SKILLPER_410104=200=1,1000,5001
127,110001,4101|4102,410112,2=REFORM_SKILLPER_410112=200=1|2=REFORM_SKILLPER_410113=200=1,1000,5001
128,110001,4102,410204,2=REFORM_SKILLPER_410204=200=1,1000,5001
129,110001,4102,410208,2=REFORM_SKILLPER_410208=200=1|2=REFORM_SKILLPER_410213=200=1,1000,5001
130,110001,4102,410210,2=REFORM_SKILLPER_410210=200=1,1000,5001
131,110001,3000|3101|3102|3201|3202,300005,2=REFORM_SKILLPER_300005=200=1|2=REFORM_SKILLPER_310101=200=1|2=REFORM_SKILLPER_310201=200=1|2=REFORM_SKILLPER_320101=200=1|2=REFORM_SKILLPER_320201=200=1,1000,5002
132,110001,3000|3101|3102,300001,2=REFORM_SKILLPER_300001=200=1,1000,5001
133,110001,3000|3101|3102,300008,2=REFORM_SKILLPER_300008=200=1,1000,5001
134,110001,3000|3101|3102,300016,2=REFORM_SKILLPER_300016=200=1|2=REFORM_SKILLPER_300017=200=1,1000,5001
135,110001,3101|3102,310106,2=REFORM_SKILLPER_310106=200=1,1000,5001
136,110001,3101|3102,310109,2=REFORM_SKILLPER_310109=200=1|2=REFORM_SKILLPER_310110=200=1,1000,5001
137,110001,3101|3102,310114,2=REFORM_SKILLPER_310114=200=1|2=REFORM_SKILLPER_310116=200=1,1000,5001
138,110001,3102,310209,2=REFORM_SKILLPER_310209=200=1,1000,5001
139,111001,7000|7101|7102,700001,2=REFORM_SKILLPER_700001=200=1|2=REFORM_SKILLPER_700023=200=1|2=REFORM_SKILLPER_700024=200=1|2=REFORM_SKILLPER_700025=200=1|2=REFORM_SKILLPER_700026=200=1|2=REFORM_SKILLPER_710201=200=1|2=REFORM_SKILLPER_710101=200=1,1000,5002
140,111001,7000|7101|7102,700005,2=REFORM_SKILLPER_700005=200=1,1000,5001
141,111001,7101|7102,710112,2=REFORM_SKILLPER_710112=200=1|2=REFORM_SKILLPER_710113=200=1,1000,5001
142,111001,7101|7102,710114,2=REFORM_SKILLPER_710114=200=1|2=REFORM_SKILLPER_710115=200=1,1000,5001
143,111001,7101|7102,710118,2=REFORM_SKILLPER_710118=200=1|2=REFORM_SKILLPER_710119=200=1,1000,5001
144,111001,7101|7102,710125,2=REFORM_SKILLPER_710125=200=1|2=REFORM_SKILLPER_710102=200=1,1000,5001
145,111001,7101|7102,710128,2=REFORM_SKILLPER_710128=200=1,1000,5001
146,111001,7101|7102,710132,2=REFORM_SKILLPER_710132=200=1|2=REFORM_SKILLPER_710133=200=1|2=REFORM_SKILLPER_710134=200=1|2=REFORM_SKILLPER_710135=200=1,1000,5001
147,111001,7102,710203,2=REFORM_SKILLPER_710203=200=1,1000,5001
148,111001,7102,710212,2=REFORM_SKILLPER_710212=200=1|2=REFORM_SKILLPER_710216=200=1,1000,5001
149,112001,3000|3101|3102|3201|3202,300005,2=REFORM_SKILLPER_300005=200=1|2=REFORM_SKILLPER_310101=200=1|2=REFORM_SKILLPER_310201=200=1|2=REFORM_SKILLPER_320101=200=1|2=REFORM_SKILLPER_320201=200=1,1000,5002
150,112001,3201|3202,320106,2=REFORM_SKILLPER_320106=200=1,1000,5001
151,112001,3201|3202,320107,2=REFORM_SKILLPER_320107=200=1,1000,5001
152,112001,3201|3202,320108,2=REFORM_SKILLPER_320108=200=1,1000,5001
153,112001,3201|3202,320109,2=REFORM_SKILLPER_320109=200=1|2=REFORM_SKILLPER_320117=200=1|2=REFORM_SKILLPER_320118=200=1,1000,5001
154,112001,3201|3202,320105,2=REFORM_SKILLPER_320105=200=1|2=REFORM_SKILLPER_320116=200=1,1000,5001
155,112001,3202,320203,2=REFORM_SKILLPER_320203=200=1,1000,5001
156,112001,3202,320204,2=REFORM_SKILLPER_320204=200=1,1000,5001
157,112001,3202,320205,2=REFORM_SKILLPER_320205=200=1,1000,5001
158,112001,3202,320207,2=REFORM_SKILLPER_320207=200=1,1000,5001
159,116001,5000|5101|5102,500001,2=REFORM_SKILLPER_500001=200=1|2=REFORM_SKILLPER_510101=200=1|2=REFORM_SKILLPER_510201=200=1,1000,5002
160,116001,5000|5101|5102,500025,2=REFORM_SKILLPER_500025=200=1,1000,5001
161,116001,5101|5102,510102,2=REFORM_SKILLPER_510102=200=1,1000,5001
162,116001,5101|5102,510107,2=REFORM_SKILLPER_510107=200=1,1000,5001
163,116001,5101|5102,510112,2=REFORM_SKILLPER_510112=200=1,1000,5001
164,116001,5101|5102,510113,2=REFORM_SKILLPER_510113=200=1|2=REFORM_SKILLPER_510114=200=1,1000,5001
165,116001,5102,510204,2=REFORM_SKILLPER_510204=200=1,1000,5001
166,116001,5102,510205,2=REFORM_SKILLPER_510205=200=1,1000,5001
167,116001,5102,510209,2=REFORM_SKILLPER_510209=200=1,1000,5001
168,217001,2201|2202,220105,2=REFORM_SKILLPER_220105=200=1,1000,5001
169,217001,2201|2202,220106,2=REFORM_SKILLPER_220106=200=1,1000,5001
170,217001,2202,220206,2=REFORM_SKILLPER_220206=200=1,1000,5001
171,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=67=135=1,1000,
172,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=68=135=1,1000,
173,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=48=90=1,99999000,
174,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=14=2=1,1000,
175,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=16=2=1,1000,
176,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=20=2=1,0,
177,217001,2000|3000|4000|5000|6000|7000|2201|2202,,0=22=2=1,1000,
178,300001,2000|3000|4000|5000|6000|7000,,0=48=90=1,99999000,
179,300001,2000|3000|4000|5000|6000|7000,,0=67=45=1,1000,
180,300001,2000|3000|4000|5000|6000|7000,,0=68=45=1,1000,
181,300001,2000|3000|4000|5000|6000|7000,,0=14=2=1,1000,
182,300001,2000|3000|4000|5000|6000|7000,,0=16=2=1,0,
183,300001,2000|3000|4000|5000|6000|7000,,0=20=2=1,1000,
184,300001,2000|3000|4000|5000|6000|7000,,0=22=2=1,1000,
185,400001,2000|3000|4000|5000|6000|7000,,0=48=90=1,99999000,
186,400001,2000|3000|4000|5000|6000|7000,,0=57=5=1,1000,
187,400001,2000|3000|4000|5000|6000|7000,,0=44=135=1,1000,
188,400001,2000|3000|4000|5000|6000|7000,,0=46=45=1,1000,
189,400001,2000|3000|4000|5000|6000|7000,,0=14=2=1,0,
190,400001,2000|3000|4000|5000|6000|7000,,0=16=2=1,1000,
191,400001,2000|3000|4000|5000|6000|7000,,0=20=2=1,1000,
192,400001,2000|3000|4000|5000|6000|7000,,0=22=2=1,1000,
193,500001,2000|3000|4000|5000|6000|7000,,0=48=90=1,99999000,
194,500001,2000|3000|4000|5000|6000|7000,,0=75=225=1,1000,
195,500001,2000|3000|4000|5000|6000|7000,,0=44=45=1,1000,
196,500001,2000|3000|4000|5000|6000|7000,,0=46=135=1,1000,
197,500001,2000|3000|4000|5000|6000|7000,,0=14=2=1,1000,
198,500001,2000|3000|4000|5000|6000|7000,,0=16=2=1,1000,
199,500001,2000|3000|4000|5000|6000|7000,,0=20=2=1,1000,
200,500001,2000|3000|4000|5000|6000|7000,,0=22=2=1,0,
201,101002,5000|5101|5102,500001,2=REFORM_SKILLPER_500001=120=1|2=REFORM_SKILLPER_510101=120=1|2=REFORM_SKILLPER_510201=120=1,1000,5002
202,101002,5000|5101|5102,500025,2=REFORM_SKILLPER_500025=120=1,1000,5001
203,101002,5101|5102,510103,2=REFORM_SKILLPER_510103=120=1,1000,5001
204,101002,5101|5102,510112,2=REFORM_SKILLPER_510112=120=1,1000,5001
205,101002,5101|5102,510113,2=REFORM_SKILLPER_510113=120=1|2=REFORM_SKILLPER_510114=120=1,1000,5001
206,101002,5102,510204,2=REFORM_SKILLPER_510204=120=1,1000,5001
207,101002,5102,510205,2=REFORM_SKILLPER_510205=120=1,1000,5001
208,101002,5102,510209,2=REFORM_SKILLPER_510209=120=1,1000,5001
209,102002,2000|2101|2102|2201|2202,200001,2=REFORM_SKILLPER_200001=200=1|2=REFORM_SKILLPER_210101=200=1|2=REFORM_SKILLPER_210201=200=1|2=REFORM_SKILLPER_220101=200=1|2=REFORM_SKILLPER_220201=200=1,1000,5002
210,102002,2000|2101|2102|2201|2202,200004,2=REFORM_SKILLPER_200004=200=1,1000,5001
211,102002,2101|2102,200013,2=REFORM_SKILLPER_200013=200=1,1000,5001
212,102002,2101|2102,210113,2=REFORM_SKILLPER_210113=200=1,1000,5001
213,102002,2101|2102,210114,2=REFORM_SKILLPER_210114=200=1,1000,5001
214,102002,2101|2102,210115,2=REFORM_SKILLPER_210115=200=1,1000,5001
215,102002,2102,210209,2=REFORM_SKILLPER_210209=200=1,1000,5001
216,102002,2201|2202,220108,2=REFORM_SKILLPER_220108=200=1,1000,5001
217,102002,2201|2202,220109,2=REFORM_SKILLPER_220109=200=1,1000,5001
218,102002,2201|2202,220112,2=REFORM_SKILLPER_220112=200=1,1000,5001
219,102002,2202,220202,2=REFORM_SKILLPER_220202=200=1,1000,5001
220,103002,2000|2101|2102|2201|2202,200001,2=REFORM_SKILLPER_200001=200=1|2=REFORM_SKILLPER_210101=200=1|2=REFORM_SKILLPER_210201=200=1|2=REFORM_SKILLPER_220101=200=1|2=REFORM_SKILLPER_220201=200=1,1000,5002
221,103002,2000|2101|2102|2201|2202,200004,2=REFORM_SKILLPER_200004=200=1,1000,5001
222,103002,2101|2102,200013,2=REFORM_SKILLPER_200013=200=1,1000,5001
223,103002,2101|2102,210113,2=REFORM_SKILLPER_210113=200=1,1000,5001
224,103002,2101|2102,210114,2=REFORM_SKILLPER_210114=200=1,1000,5001
225,103002,2101|2102,210115,2=REFORM_SKILLPER_210115=200=1,1000,5001
226,103002,2102,210209,2=REFORM_SKILLPER_210209=200=1,1000,5001
227,103002,2201|2202,220108,2=REFORM_SKILLPER_220108=200=1,1000,5001
228,103002,2201|2202,220109,2=REFORM_SKILLPER_220109=200=1,1000,5001
229,103002,2201|2202,220112,2=REFORM_SKILLPER_220112=200=1,1000,5001
230,103002,2202,220202,2=REFORM_SKILLPER_220202=200=1,1000,5001
231,104002,2000|2101|2102|2201|2202,200001,2=REFORM_SKILLPER_200001=200=1|2=REFORM_SKILLPER_210101=200=1|2=REFORM_SKILLPER_210201=200=1|2=REFORM_SKILLPER_220101=200=1|2=REFORM_SKILLPER_220201=200=1,1000,5002
232,104002,2000|2101|2102|2201|2202,200004,2=REFORM_SKILLPER_200004=200=1,1000,5001
233,104002,2101|2102,200013,2=REFORM_SKILLPER_200013=200=1,1000,5001
234,104002,2101|2102,210104,2=REFORM_SKILLPER_210104=200=1,1000,5001
235,104002,2101|2102,210108,2=REFORM_SKILLPER_210108=200=1,1000,5001
236,104002,2101|2102,210114,2=REFORM_SKILLPER_210114=200=1,1000,5001
237,104002,2101|2102,210115,2=REFORM_SKILLPER_210115=200=1,1000,5001
238,104002,2102,210205,2=REFORM_SKILLPER_210205=200=1,1000,5001
239,104002,2102,210209,2=REFORM_SKILLPER_210209=200=1,1000,5001
240,104002,2201|2202,220108,2=REFORM_SKILLPER_220108=200=1,1000,5001
241,104002,2201|2202,220109,2=REFORM_SKILLPER_220109=200=1,1000,5001
242,104002,2201|2202,220112,2=REFORM_SKILLPER_220112=200=1,1000,5001
243,104002,2202,220202,2=REFORM_SKILLPER_220202=200=1,1000,5001
244,105002,2000|2101|2102|2201|2202,200001,2=REFORM_SKILLPER_200001=200=1|2=REFORM_SKILLPER_210101=200=1|2=REFORM_SKILLPER_210201=200=1|2=REFORM_SKILLPER_220101=200=1|2=REFORM_SKILLPER_220201=200=1,1000,5002
245,105002,2000|2101|2102|2201|2202,200004,2=REFORM_SKILLPER_200004=200=1,1000,5001
246,105002,2101|2102,200013,2=REFORM_SKILLPER_200013=200=1,1000,5001
247,105002,2101|2102,210104,2=REFORM_SKILLPER_210104=200=1,1000,5001
248,105002,2101|2102,210108,2=REFORM_SKILLPER_210108=200=1,1000,5001
249,105002,2101|2102,210114,2=REFORM_SKILLPER_210114=200=1,1000,5001
250,105002,2101|2102,210115,2=REFORM_SKILLPER_210115=200=1,1000,5001
251,105002,2102,210205,2=REFORM_SKILLPER_210205=200=1,1000,5001
252,105002,2102,210209,2=REFORM_SKILLPER_210209=200=1,1000,5001
253,105002,2201|2202,220108,2=REFORM_SKILLPER_220108=200=1,1000,5001
254,105002,2201|2202,220109,2=REFORM_SKILLPER_220109=200=1,1000,5001
255,105002,2201|2202,220112,2=REFORM_SKILLPER_220112=200=1,1000,5001
256,105002,2202,220202,2=REFORM_SKILLPER_220202=200=1,1000,5001
257,106002,6000|6101|6102,600001,2=REFORM_SKILLPER_600001=200=1|2=REFORM_SKILLPER_610101=200=1|2=REFORM_SKILLPER_610201=200=1,1000,5002
258,106002,6000|6101|6102,600004,2=REFORM_SKILLPER_600004=200=1,1000,5001
259,106002,6000|6101|6102,600005,2=REFORM_SKILLPER_600005=200=1,1000,5001
260,106002,6101|6102,610122,2=REFORM_SKILLPER_610122=200=1,1000,5001
261,106002,6102,610205,2=REFORM_SKILLPER_610205=200=1,1000,5001
262,106002,6102,610206,2=REFORM_SKILLPER_610206=200=1,1000,5001
263,106002,6102,610208,2=REFORM_SKILLPER_610208=200=1|2=REFORM_SKILLPER_610209=200=1,1000,5001
264,106002,6102,610211,2=REFORM_SKILLPER_610211=200=1|2=REFORM_SKILLPER_610214=200=1,1000,5001
265,106002,6102,610212,2=REFORM_SKILLPER_610212=200=1|2=REFORM_SKILLPER_610215=200=1,1000,5001
266,106002,6102,610217,2=REFORM_SKILLPER_610217=200=1,1000,5001
267,107002,6000|6101|6102,600001,2=REFORM_SKILLPER_600001=200=1|2=REFORM_SKILLPER_610101=200=1|2=REFORM_SKILLPER_610201=200=1,1000,5002
268,107002,6000|6101|6102,600004,2=REFORM_SKILLPER_600004=200=1,1000,5001
269,107002,6000|6101|6102,600005,2=REFORM_SKILLPER_600005=200=1,1000,5001
270,107002,6101|6102,610122,2=REFORM_SKILLPER_610122=200=1,1000,5001
271,107002,6102,610205,2=REFORM_SKILLPER_610205=200=1,1000,5001
272,107002,6102,610206,2=REFORM_SKILLPER_610206=200=1,1000,5001
273,107002,6102,610208,2=REFORM_SKILLPER_610208=200=1|2=REFORM_SKILLPER_610209=200=1,1000,5001
274,107002,6102,610211,2=REFORM_SKILLPER_610211=200=1|2=REFORM_SKILLPER_610214=200=1,1000,5001
275,107002,6102,610212,2=REFORM_SKILLPER_610212=200=1|2=REFORM_SKILLPER_610215=200=1,1000,5001
276,107002,6102,610217,2=REFORM_SKILLPER_610217=200=1,1000,5001
