Id,ShopId,Comment,ItemId,ItemName,SortId,ItemPerMount,ItemPerPrice,isLock,SeverLevel,JobLimit,JobLimitText,BaseLvLimit,TaskLimit,TaskLimitText,PurchaseTimesLimit,TimeLimit,GuildBuildingLvLimit,LimitDisplay,Discount,OriginalPrice,DiscountIcon,PriceChange,CheckCommondata,CallLua,IsBindGive,MerchantDiscount,HandBookLvLimit,SecondsTips,LimitSex,OrtherPrice,LocalizationArea
101071,101,,2025007,速效修复药剂,,1,101=1500,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
101072,101,,2025008,强效修复药剂,,1,101=5600,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
101073,101,,3027005,生命体低级药剂,,1,101=5000,1,,0,,40,0,,1,,,0=0,0,,,,,,1,0,,,,,
101074,101,,3027006,生命体中级药剂,,1,101=30000,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,
101075,101,,3027007,生命体高级药剂,,1,101=200000,1,,0,,80,0,,1,,,0=0,0,,,,,,1,0,,,,,
101076,101,,2025009,魔力修复石,,1,101=250,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
101034,108,,3046011,火属性短剑置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101035,108,,3046012,火属性斧头置换器,,1,101=400000,1,,6000|6101|6102|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101036,108,,3046013,火属性钝器置换器,,1,101=400000,1,,6000|6101|6102|3000|3101|3102|3201|3202|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101037,108,,3046014,火属性长矛置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101038,108,,3046015,火属性长剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101039,108,,3046016,火属性双手剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101040,108,,3046017,火属性拳刃置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101041,108,,3046021,水属性短剑置换器·,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101042,108,,3046022,水属性斧头置换器,,1,101=400000,1,,6000|6101|6102|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101043,108,,3046023,水属性钝器置换器,,1,101=400000,1,,6000|6101|6102|3000|3101|3102|3201|3202|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101044,108,,3046024,水属性长矛置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101045,108,,3046025,水属性长剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101046,108,,3046026,水属性双手剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101047,108,,3046027,水属性拳刃置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101048,108,,3046031,地属性短剑置换器·,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101049,108,,3046032,地属性斧头置换器,,1,101=400000,1,,6000|6101|6102|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101050,108,,3046033,地属性钝器置换器,,1,101=400000,1,,6000|6101|6102|3000|3101|3102|3201|3202|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101051,108,,3046034,地属性长矛置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101052,108,,3046035,地属性长剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101053,108,,3046036,地属性双手剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101054,108,,3046037,地属性拳刃置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101055,108,,3046041,风属性短剑置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101056,108,,3046042,风属性斧头置换器,,1,101=400000,1,,6000|6101|6102|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101057,108,,3046043,风属性钝器置换器,,1,101=400000,1,,6000|6101|6102|3000|3101|3102|3201|3202|6201|6202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101058,108,,3046044,风属性长矛置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101059,108,,3046045,风属性长剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
101060,108,,3046046,风属性双手剑置换器,,1,101=400000,1,,2000|2101|2102|2201|2202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
108101,108,,3046047,风属性拳刃置换器,,1,101=400000,1,,5000|5101|5102,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
108102,108,,3046018,火属性拳套置换器,,1,101=400000,1,,3000|3201|3202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
108103,108,,3046028,水属性拳套置换器,,1,101=400000,1,,3000|3201|3202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
108104,108,,3046038,地属性拳套置换器,,1,101=400000,1,,3000|3201|3202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
108105,108,,3046048,风属性拳套置换器,,1,101=400000,1,,3000|3201|3202,,40,0,,0,,,0=0,0,,,,,,1,0,,,,,
105001,105,,2010001,红色药水,,1,101=150,1,,0,,0,0,,0,,,0=0,0,,,,,,1,1,,,,,
105002,105,,2010005,蓝色药水,,1,101=500,1,,0,,0,0,,0,,,0=0,0,,,,,,1,1,,,,,
102001,102,,2060001,白色染料,,1,1290048=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102002,102,,2060004,黄色染料,,1,1290044=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102003,102,,2060003,红色染料,,1,1290046=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102004,102,,2060005,蓝色染料,,1,1290047=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102005,102,,2060006,绿色染料,,1,1290045=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102006,102,,2060007,紫色染料,,1,1290047=4|1290046=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
102007,102,,2060002,黑色染料,,1,1290047=4|1290046=4|1290044=4|1290042=2,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
112001,112,,2090019,勇气商店zeny袋子,,1,501=6,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112002,112,,3020001,勇气商店神之金属原石,,1,501=3,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112003,112,,3020002,勇气商店铝原石,,1,501=3,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112004,112,,3020005,勇气商店浓缩神之金属,,1,501=75,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,
112005,112,,3020006,勇气商店浓缩铝,,1,501=75,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,
112006,112,,2010008,勇气商店天地树果实,,1,501=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112007,112,,1200033,勇气商店勇士之帽图纸,,1,501=2500,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112008,112,,1200038,勇气商店铁钉口罩图纸,,1,501=4000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112010,112,,1200055,勇气商店猫耳贝雷帽图纸,,1,501=10000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112011,112,,2091114,金色粉末礼包,,1,501=40,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112012,112,,2091115,彩虹粉末礼包,,1,501=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
112013,112,,3024004,野生猕猴桃,,1,501=40,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,
112014,112,,3024002,高级饼干,,1,501=40,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,
112015,112,,3020010,初级解封卷轴,,1,501=100,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1130000,113,,2090032,公会贩卖机铜币大宝箱,,1,401=150,1,,0,,0,0,,1,,3=0,0=0,0,,,,,,1,0,,,,,
1130001,113,,2090021,公会贩卖机铜币袋子,,1,401=30,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,
1130002,113,,3020001,公会贩卖机神之金属原石,,1,401=15,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,
1130003,113,,3020002,公会贩卖机铝原石,,1,401=15,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,
1130004,113,,3020005,公会贩卖机浓缩神之金属,,1,401=375,1,,0,,60,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,
1130005,113,,3020006,公会贩卖机浓缩铝,,1,401=375,1,,0,,60,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,
1130006,113,,3021001,公会贩卖机莫拉硬币,,1,401=50,1,,0,,75,0,,1,,3=4,1=0,0,,,,,,1,0,,,,,
1130007,113,,2091114,金色粉末礼包,,1,401=200,1,,0,,0,0,,1,,3=2,1=0,0,,,,,,1,0,,,,,
1130008,113,,2091115,彩虹粉末礼包,,1,401=1000,1,,0,,0,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,
1130010,113,,66660002,哥布林表情包解锁券,,1,401=1000,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,
1130011,113,,3020010,初级解封卷轴,,1,401=500,1,,0,,0,0,,1,,,1=0,0,,,,,,1,0,,,,,
1130012,113,,3020016,α-能量体,,1,401=100,1,,0,,85,0,,1,,,1=0,0,,,,,,1,0,,,,,
1130013,113,,60660020,幸运齿轮扭蛋,,1,401=800,1,,0,,55,0,,1,,,1=0,0,,,,,,1,0,,,,,
1130014,113,,2091501,高级钛钢碎片,,1,401=2400,1,,0,,55,0,,1,,,1=0,0,,,,,,1,0,,,,,
119000,120,,2090032,助战铜币大宝箱,,1,701=150,1,,0,,0,0,,1,,,1=0,0,,,,,,1,0,,,,,
119001,120,,2090021,铜币袋子,,1,701=30,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119002,120,,3020001,神之金属原石,,1,701=15,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119003,120,,3020002,铝原石,,1,701=15,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119004,120,,2091112,魔力晶石袋子,,1,701=800,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119005,120,,3021001,莫拉硬币,,1,701=50,1,,0,,75,0,,1,,,0=0,0,,,,,,1,0,,,,,
119006,120,,3020005,浓缩神之金属,,1,701=375,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,
119007,120,,3020006,浓缩铝,,1,701=375,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,
119008,120,,1200054,月桂树之冠图纸,,1,701=15000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119009,120,,1200008,趴趴狄波萝太图纸,,1,701=40000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119010,120,,2091114,金色粉末礼包,,1,701=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119011,120,,2091115,彩虹粉末礼包,,1,701=1000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119012,120,,1029001,封印魔法棒,,1,701=1250,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,
119013,120,,3024002,高级饼干,,1,701=200,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,
119014,120,,3026006,小声望箱子,,1,701=40,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119015,120,,3020013,武器受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119016,120,,3020014,防具受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119017,120,,3020016,α-能量体,,1,701=100,1,,0,,85,0,,1,,,0=0,0,,,,,,1,0,,,,,
119018,120,,3020015,配饰受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119019,120,,66660001,恶魔波利表情包解锁券,,1,701=1000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119020,120,,2040018,嘉年华纪念币,,1,701=20,1,,0,,0,0,,1,12,,0=0,0,,,,,,1,0,,,,,
119021,120,,3020010,初级解封卷轴,,1,701=500,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
119022,120,,2051001,女武神垂青,,1,701=100,1,,0,,25,0,,1,,,0=0,0,,,,,,1,0,,,,,
104021,104,普隆德拉防具商店,20000002,铁盾,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104022,104,普隆德拉防具商店,20000003,圆盾,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104027,104,普隆德拉防具商店,21000002,冒险衣,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104028,104,普隆德拉防具商店,21000003,长大衣,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104033,104,普隆德拉防具商店,22000002,斗篷,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104034,104,普隆德拉防具商店,22000003,披肩,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104039,104,普隆德拉防具商店,23000002,长靴,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104040,104,普隆德拉防具商店,23000003,战士长靴,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114021,114,伊斯鲁德,7000001,长剑,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114022,114,伊斯鲁德,7000002,弯刀,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114023,114,伊斯鲁德,7000003,厚刃剑,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114028,114,伊斯鲁德,8000003,长矛,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114029,114,伊斯鲁德,9000011,铁质拳套,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114030,114,伊斯鲁德,9000012,钢铁拳套,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114031,114,伊斯鲁德,9000013,强化拳套,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
115021,115,吉芬,10000001,手杖,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
115022,115,吉芬,10000002,生存魔杖,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
115023,115,吉芬,10000003,P.魔杖,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
116021,116,梦罗克,5000001,短剑,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
116022,116,梦罗克,5000002,大驹短剑,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
116023,116,梦罗克,5000003,P-短剑,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
116028,116,梦罗克,6000003,拳刃,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
117021,117,斐扬,9000001,弓,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
117022,117,斐扬,9000002,强化弓,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
117023,117,斐扬,9000003,坎普兹弓,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118021,118,普隆德拉武器商店,10000001,手杖,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118022,118,普隆德拉武器商店,10000002,生存魔杖,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118023,118,普隆德拉武器商店,10000003,P.魔杖,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118028,118,普隆德拉武器商店,11000001,木锤,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118029,118,普隆德拉武器商店,11000002,铁锤,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
118030,118,普隆德拉武器商店,11000003,恩麦斯铁锤,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121021,121,普隆德拉改成艾尔贝塔,11000001,木锤,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121022,121,普隆德拉改成艾尔贝塔,11000002,铁锤,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121023,121,普隆德拉改成艾尔贝塔,11000003,恩麦斯铁锤,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121028,121,普隆德拉改成艾尔贝塔,12000001,斧,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121029,121,普隆德拉改成艾尔贝塔,12000002,双手斧,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
121030,121,普隆德拉改成艾尔贝塔,12000003,强化双手斧,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
122001,122,,2090021,铜币袋子,,1,3051404=3|3051405=3,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
122002,122,,2090032,铜币大宝箱,,1,3051404=10|3051405=10|3051406=15,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
122003,122,,2031004,天地树叶子,,1,3051404=3|3051405=3|3051406=5,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
122004,122,,2010014,万能药,,1,3051406=3,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
122005,122,,2091119,染料随机袋子,,1,3051404=10|3051405=10|3051406=10,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
124001,124,,3020022,珍贵的卡片碎片,,1,304=5,1,,0,,0,0,,0,,,0=0,0,,,,,,0,0,,,,,
124002,124,,2090003,老旧卡册,,1,304=10,1,,0,,0,0,,0,,,0=0,0,,,,,,0,0,,,,,
124003,124,,3024024,崩裂迪齿轮,,1,304=30,1,,0,,0,0,,0,,,0=0,0,,,,,,1,0,,,,,
1250001,125,,3020001,神之金属原石,,1,2040009=5,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250002,125,,3020002,铝原石,,1,2040009=5,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250003,125,,2091114,金色粉末礼包,,1,2040009=50,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250004,125,,2060001,白色染料,,1,2040009=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250005,125,,2060004,黄色染料,,1,2040009=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250006,125,,2060003,红色染料,,1,2040009=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250007,125,,2060005,蓝色染料,,1,2040009=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250008,125,,2060006,绿色染料,,1,2040009=20,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250009,125,,2060007,紫色染料,,1,2040009=30,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250010,125,,2060002,黑色染料,,1,2040009=50,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
1250011,125,,60650036,头饰图纸自选包扭蛋,,1,2040009=50,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,
