ID,MonsterId,PosInfo
165,9551,32
166,60023,33
167,1209,33
168,1207,33
169,1130,34
170,25361,34
171,1131,34
172,1134,34
173,3120,34
174,1126,35|504|510
175,1034,35|502|3003
176,1185,35
177,25631,35
178,3076,35
179,3130,35
180,1265,35
181,1026,36|501
182,3073,36
183,1027,36|502
184,15050,36|45|48
185,15051,36|45|48
186,15004,36|45|48
187,1178,37
188,1182,37|513
189,3132,37
190,3062,38
191,1136,38
192,1258,38
193,1138,38
194,1190,38
195,21001,4100
196,21012,4100|4101|4102
197,21010,4100|4101|4102
198,21011,4100|4101|4102
199,21013,4100|4101|4102
200,21015,4100
201,21017,4100|4101|4102
202,21016,4100|4101|4102
203,21020,4100
204,21022,4100
205,21018,4100|4101|4102
206,21023,4100|4101|4102
207,21021,4100
208,21014,4100|4101|4102
209,21019,4100|4101|4102
210,21026,4100|4101|4102
211,21024,4100|4101|4102
212,21002,4100
213,21027,4100|4101|4102
214,28084,4100|4101|4102|2500|2501|2504
215,21028,4100|4101|4102
216,21030,4100|4101|4102
217,21037,4100|4101|4102
218,21040,4100|4101|4102
219,21007,4100|4101|4102
220,21008,4100|4101|4102
221,21009,4100|4101|4102
222,21041,4100
223,21042,4100
224,21043,4100
225,21044,4100
226,7538,4100|4101|4102|2013|2070|2087|2089|2094|2095|2114|2122|2125|2127|2129|2131|2134|2136|2141|2143|2188|2190|2192|2195|2197|2198|2203|2204|2208|2214|2215|2216|2218|2220|2221|2222|2223|2224|2226|2227|2229|2230|2232|2233|2235|2236|2237|2238|2239|2240|2245|2246|2247|2248|2249|2250|2251|2264|2265|2266|2269|2270|2271|2273|2278|2279|2280|2284|2287|2292|2293|2294|2296|2297|2298|2299|2301|2302|2303|2304|2322|2323|2324|2325|2326|2327|2328|2329|2330|2331|2332|2333|2334|2338|2347|2348|2349|2350|2351|2352|2353|2354|2355|2400|2502|2505|2566|2567|2568|2569|2570|2571|2572|2573|2575|2576|2577|5144|9000
227,23001,4101|4102
228,23002,4101|4102
229,23004,4101|4102
230,23003,4101|4102
231,23009,4101|4102
232,23005,4101|4102
233,23006,4101|4102
234,23007,4101|4102
235,23008,4101|4102
236,21046,4101|4102
237,23011,4101|4102
238,23010,4101|4102
239,21045,4101|4102
240,60007,47
241,60008,47
242,60009,47
243,60010,47
244,25661,47
245,9455,47
246,9456,47
247,9458,47
248,9459,47
249,9457,47
250,9460,47
251,9568,47
252,26207,47
253,20161,47
254,20163,47
255,20164,47
256,20162,47
257,1176,48
258,3126,48
259,1263,48
260,15052,48
261,60011,50
262,60012,50
263,60013,50
264,60014,50
265,60015,50
266,9463,50
267,9451,50
268,20176,50
269,20177,50
270,20178,50
271,25691,52
272,1227,53|524
273,1228,53
274,3124,53
275,1266,53
276,1226,54
277,3123,54
278,1321,55|529|532|533
279,1304,55|526
280,1302,55|529|530
281,3144,55
282,1350,55
283,1229,56
284,1230,56
285,1231,56
286,1234,56
287,25931,56
288,1233,56
289,1232,56
290,3128,56
291,1712,56
292,30548,59|62
293,30549,59|62
294,30550,59|62
295,30551,59|62
296,1250,67
297,1192,67|514
298,1189,67
299,1035,67|502|3001
300,3077,67
301,1259,68
302,3134,68
303,60034,71
304,60033,71
305,60035,71
306,1504,82|538
307,1514,82
308,1515,82
309,3155,82
310,120034,82
311,120035,82
312,1713,82
313,60046,85
314,60048,85
315,60049,85
316,60042,85
317,60043,85
318,60047,85
319,60052,85
320,60051,85
321,60053,85
322,60054,85
323,1516,86
324,1518,86
325,1517,86
326,3158,86
327,1603,98|542
328,1609,98
329,1610,98
330,1614,98
331,3166,98
332,1718,98
333,60037,101
334,60036,101
335,60038,102
336,60039,102
337,60040,103
338,60041,103
339,27623,401
340,27644,401
341,27624,401
342,27645,401
343,27634,401
344,27625,401
345,27640,401
346,27626,401
347,27635,401
348,27630,401
349,27636,401
350,27637,401
351,27627,401
352,27638,401
353,27628,401
354,27658,401
355,27651,401
356,27632,401
357,27642,401
358,27643,401
359,27633,401
360,27659,401
361,27652,401
362,27654,401
363,27661,401
364,27655,401
365,27662,401
366,27641,401
367,27631,401
368,27665,401
369,27664,401
370,27647,401
371,27648,401
372,27667,401
373,27666,401
374,27668,401
375,27669,401
376,27671,401
377,27670,401
378,27676,401
379,27673,401
380,27660,401
381,27657,401
382,27653,401
383,27650,401
384,27678,401
385,27681,401
386,27682,401
387,27680,401
388,27679,401
389,15044,402
390,15025,402
391,15026,402
392,15027,402
393,15028,402
394,15031,402
395,15032,402
396,15033,402
397,15034,402
398,15037,402
399,15040,402
400,15039,402
401,15038,402
402,15041,402
403,15042,402
404,15043,402
405,15048,404
406,15120,405
407,15084,405|406|407
408,15086,405
409,15083,405|406|407
410,15119,405|406|407
411,15121,405
412,15085,406
413,15164,406
414,15168,406
415,15165,406
416,15166,406
417,15167,406
418,15087,407
419,15129,407
420,15171,407
421,15124,407
422,15130,407
423,15172,407
424,15125,407
425,15126,407
426,15127,407
427,15173,407
428,15128,407
429,15147,407
430,1071,501
431,3081,501
432,1047,501
433,1050,501|503|506|509
434,1058,501|502|503|504|505|507|508|510|511|512|513|515|517|518|521|523
435,1055,502
436,1152,502
437,3133,502
438,1173,503
439,1172,503
440,1038,503|504|507
441,3084,503
442,3116,504
443,1179,504|508|510|516|518|521
444,3091,505
445,1092,505
446,1096,505
447,1091,505|507|514
448,1177,505
449,1020,505
450,1171,506
451,1108,506
452,1117,506
453,3104,506
454,1101,506|521
455,1109,506
456,1094,507
457,1104,507
458,1410,507
459,1262,507
460,3093,507
461,1105,508|512|518
462,1139,508|513|518
463,3103,508|518
464,1140,508|518
465,1141,508
466,1707,508|512|518
467,1128,509
468,1174,509
469,3118,509
470,1181,510
471,1184,510
472,1132,510
473,1204,510
474,3121,510
475,3064,511
476,1122,511
477,1097,511
478,1099,511
479,1119,511
480,3096,511
481,1264,511
482,1405,511
483,1102,512|516
484,1120,512
485,3113,512
486,1142,512|517|522
487,1106,512
488,1186,513
489,1210,513
490,3135,513
491,1407,513
492,1406,513
493,1199,514
494,1194,514
495,1193,514
496,1198,514
497,1201,514
498,3127,514
499,1710,514
500,1403,514
501,1251,515
502,1127,515
503,1191,515
504,1129,515
505,1195,515
506,3117,515
507,1115,516
508,1114,516
509,1222,516
510,3136,516
511,1235,517
512,1223,517
513,1236,517
514,3137,517
515,1253,519
516,1095,519
517,1093,519
518,1188,519
519,1112,519
520,1100,519
521,3092,519
522,3099,519
523,1706,519
524,1220,520|522
525,1212,520
526,1118,520
527,1249,520
528,1221,520
529,3129,520
530,1404,520|522
531,1033,521
532,1180,521
533,1183,521
534,3138,521
535,1261,522
536,1260,522
537,3125,522
538,1272,523
539,1273,523
540,1274,523
541,1275,523
542,3140,523
543,3139,523
544,1280,524
545,1277,524
546,3142,524
547,1278,525
548,1279,525
549,1282,525
550,1281,525
551,1276,525
552,3141,525
553,3143,525
554,1305,526|527
555,1306,526|532
556,1303,526|532
557,3145,526
558,1351,526
559,1715,526|532
560,1319,527|533
561,3146,527
562,1307,527|530
563,1320,527|533
564,1318,527|530
565,1311,528
566,1310,528
567,1309,528
568,1312,528
569,3151,528
570,1355,528
571,1709,528
572,1315,529|531
573,1308,529
574,3148,529
575,1717,529|531
576,1313,530
577,3147,530
578,1352,530
579,1716,530
580,1317,531
581,1316,531
582,1314,531
583,3152,531
584,1719,531
585,3149,532
586,1353,532
587,3150,533
588,1354,533
589,1510,534|535
590,1508,534|536
591,1527,534
592,3156,534
593,1511,535|540
594,1512,535
595,3157,535
596,1513,535|540
597,1520,536|537
598,1519,536|537
599,3159,536
600,1724,536|537
601,1521,537
602,3160,537
603,1523,537
604,1528,537
605,3153,538
606,1502,538|539
607,1503,538
608,1506,539
609,1531,539
610,1505,539
611,3154,539
612,1525,539
613,1524,540
614,3162,540
615,1526,540
616,1605,541|543
617,1606,541|543
618,1607,541
619,3165,541
620,1602,542
621,1604,542|543
622,3163,542
623,1616,542
624,1723,542|543
625,1608,543
626,1615,543
627,3164,543
628,1611,544
629,1612,544
630,1613,544
631,3167,544
632,1722,544
633,1720,544
634,1721,544
635,6501,901
636,6502,901|931|961
637,6509,901|931|961
638,6510,901
639,6511,901
640,6516,902
641,6526,902|932|962
642,6527,902|932|962
643,6528,902|932|962
644,6529,902|932|962
645,6536,903
646,6538,903|933|963
647,6539,903|933|963
648,6540,903|933|963
649,6556,904
650,6563,904|934|964
651,6565,904|934|964
652,6591,905
653,6595,905|935|965
654,6596,905|935|965
655,6597,905|935|965
656,6611,906
657,6622,906
658,6623,906
659,6624,906
660,6620,906|936
661,6631,907
662,6639,907|937|967
663,6640,907|937|967
664,6641,907|937|967
665,6651,908
666,6659,908|938|968
667,6658,908
668,6571,909
669,6578,909|939|969
670,6580,909|939|969
671,6581,909|939|969
672,6579,909|939|969
673,6572,909|939|969
674,6600,910
675,6607,910|940|970
676,6609,910|940|970
677,6608,910|940|970
678,6682,911
679,6686,911|941|971
680,6683,911|941|971
681,6684,911|941|971
682,6685,911|941|971
683,6503,931
684,6504,931
685,6507,931
686,6518,932
687,6522,932
688,6541,933
689,6544,933
690,6545,933
691,6558,934
692,6564,934|964
693,6559,934
694,6594,935
695,6615,936
696,6625,936
697,6634,937
698,6642,937|967
699,6654,938
700,6660,938|968
701,6573,939
702,6603,940
703,6681,941
704,6505,961
705,6506,961
706,6508,961
707,6523,962
708,6524,962
709,6548,963
710,6551,963
711,6552,963
712,6560,964
713,6562,964
714,6567,964
715,6598,965
716,6613,966
717,6621,966
718,6626,966
719,6636,967
720,6655,968
721,6575,969
722,6604,970
723,6680,971
724,1064,1004|1007
725,1065,1004|1007
726,1066,1004|1007
727,1046,1004|1007
728,1073,1004|1007
729,1080,1004|1007
730,1081,1004|1007
731,5010,1008
732,5011,1008
733,5012,1008
734,8079,800
735,8080,800
736,8053,800
737,8081,800
738,8056,800
739,8062,801
740,8153,801|802|803|804|805|806
741,8058,802
742,8110,802|805
743,8065,803
744,8109,803|806
745,8114,803|806
746,8071,804
747,8067,805
748,8074,806
749,8115,807|808
750,8116,807|808
751,8117,807|808
752,8121,807
753,8122,808
754,8123,808
755,8124,808
756,8125,808
757,8132,808
758,8127,808
759,8128,808
760,8129,808
761,8130,808
762,8126,808
763,40001,1101|1102|1103|1104|1105|1106|1107|1108
764,40002,1101|1102|1103|1104|1105|1106|1107|1108
765,40003,1101
766,40004,1101
767,40005,1101|1102|1103|1104|1105|1106|1107|1108
768,40006,1101|1102|1103|1104|1105|1106|1107|1108
769,40022,1101|1102|1103|1104|1105|1106|1107|1108
770,40021,1101|1102|1103|1104|1105|1106|1107|1108
771,40024,1101|1102|1103|1104|1105|1106|1107|1108
772,40023,1101|1102|1103|1104|1105|1106|1107|1108
773,40007,1102
774,40008,1102
775,40009,1103
776,40010,1103
777,40011,1104
778,40012,1104
779,40013,1105
780,40014,1105
781,40015,1106
782,40016,1106
783,40017,1107
784,40018,1107
785,40019,1108
786,40020,1108
787,26135,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
788,26132,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
789,26136,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
790,26133,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
791,26019,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
792,26018,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
793,26155,1121
794,26010,1121|1131
795,26156,1122
796,26011,1122|1132
797,26157,1123
798,26012,1123|1133
799,26158,1124
800,26013,1124|1134
801,26163,1125
802,26022,1125|1135
803,26164,1126
804,26023,1126|1136
805,26159,1131
806,26160,1132
807,26161,1133
808,26162,1134
809,26165,1135
810,26166,1136
811,5355,1401
812,5357,1401|2014|2016|2018|2020|2021|2023|2034|2035|2036|2037|2038|2041|2050|2056|2066|2067|2068|2069|2071|2078|2080|2088|2097|2100|2106|2110|2111|2116|2117|2118|2119|2120|2121|2123|2124|2126|2128|2130|2132|2133|2135|2140|2144|2145|2146|2189|2211|2213|2252|2253|2259|2267|2281|2295|2305|2345|2416|2407|2408|2409|2410|2411|2815|4060|4061|4062|4063|4070|4071|4072|7500
813,5301,1500
814,5303,1500
815,5302,1500
816,5306,1500
817,5304,1500
818,5305,1500
819,40510,1601|1602|1604|1605|1607|1608|1610|1611
820,40538,1601|1602|1604|1605|1607|1608|1610|1611|1621|1622|1624|1625|1627|1628|1630|1631|1641|1642|1644|1645|1647|1648|1650|1651
821,40539,1601|1604|1607|1610|1622|1625|1628|1631
822,40533,1601|1604|1607|1610
823,40540,1601|1604|1607|1610|1622|1625|1628|1631
824,40541,1603|1606|1609|1612|1623|1626|1629|1632|1643|1646|1649|1652
825,40501,1603|1606|1609|1612
826,40511,1621|1622|1624|1625|1627|1628|1630|1631
827,40515,1622|1625|1628|1631
828,40529,1623|1626|1629|1632
829,40531,1623|1626|1629|1632
830,40502,1623|1626|1629|1632
831,40512,1641|1642|1644|1645|1647|1648|1650|1651
832,40517,1641|1642|1644|1645|1647|1648|1650|1651
833,40516,1641|1642|1644|1645|1647|1648|1650|1651
834,40536,1642|1643|1645|1646|1648|1649|1651|1652
835,40519,1642|1645|1648|1651
836,40518,1642|1643|1645|1646|1648|1649|1651|1652
837,40503,1643|1646|1649|1652
838,5052,2004
839,5051,2004|2010
840,5053,2004
841,5061,2005
842,5071,2007|2008
843,5072,2007
844,5073,2007
845,5074,2008
846,5076,2008
847,5077,2008
848,5081,2009
849,5083,2009
850,5084,2009
851,5055,2010
852,5091,2012
853,5092,2012
854,5093,2012
855,5094,2012
856,5101,2013|2018
857,5102,2013|2018
858,5103,2013|2018
859,5104,2013|2018
860,5105,2013|2018
861,9295,2013
862,5108,2013|2018
863,5109,2013|2016|2018
864,5110,2013|2016|2018
865,5111,2013|2016|2018
866,5112,2013|2016|2018
867,5113,2013|2016|2018
868,9296,2013
869,9297,2013
870,9294,2013
871,5141,2014
872,5142,2014
873,5143,2014
874,5144,2014
875,5145,2014
876,5147,2014
877,5148,2014
878,5149,2014
879,5150,2014
880,5151,2014
881,5152,2014
882,5153,2014
883,5154,2014
884,5155,2014
885,5156,2014
886,5157,2014
887,5158,2014
888,5159,2014
889,5160,2014
890,5161,2014
891,5163,2014
892,5164,2014
893,5166,2015
894,5167,2015
895,5121,2016
896,5122,2016
897,5123,2016
898,5125,2016
899,5114,2016|2018
900,5171,2017
901,5172,2017
902,5173,2017
903,5106,2018
904,5107,2018
905,5291,2019
906,5293,2019
907,5294,2019
908,5292,2019
909,5295,2019
910,5296,2019
911,5297,2019
912,5298,2019
913,5299,2019
914,2003802,2019|2032|2038|2039|2050|2051|2053|2079|2097|2122|2125|2131|2134|2143|2144|2215|2326|2330|2356|2815|4000|4001|4002|4003|4040|4041|4042|4043
915,5521,2020
916,5522,2020
917,5523,2020
918,5524,2020
919,5525,2020
920,5526,2020
921,5541,2021
922,5542,2021
923,5543,2021
924,5544,2021
925,5545,2021
926,5546,2021
927,5547,2021
928,5551,2022
929,5556,2022
930,5557,2022
931,5552,2022
932,5553,2022
933,5554,2022
934,5555,2022
935,5534,2023
936,5532,2023
937,5531,2023
938,5533,2023
939,5535,2023
940,5176,2024
941,5177,2024
942,5178,2024
943,5186,2025
944,5187,2025
945,5189,2025
946,5188,2025
947,30520,2026|5020
948,30523,2026|5020
949,30522,2026|5020
950,5196,2031|2035
951,5190,2031|2035
952,5197,2031|2036
953,5192,2031|2036
954,5198,2031|2037|2204|2301
955,5194,2031|2037|2204|2301
956,5562,2032
957,5561,2032
958,5563,2032
959,5564,2032
960,5566,2032
961,5596,2034
962,5591,2034
963,5592,2034
964,5593,2034
965,5594,2034
966,5595,2034
967,5602,2038
968,5601,2038
969,5603,2038
970,6051,2040
971,6055,2040
972,6057,2040
973,5649,2041
974,6071,2042
975,6041,2044
976,6047,2044
977,6049,2044
978,6061,2045
979,6066,2045
980,6068,2045
981,5621,2046
982,5625,2046
983,5627,2046
984,5661,2047
985,5662,2047
986,5671,2048
987,5672,2048
988,5651,2049
989,5655,2049
990,5733,2050
991,5732,2050
992,5731,2050
993,6013,2051
994,6017,2051
995,5606,2051
996,6031,2052
997,6036,2052
998,6033,2052
999,6037,2052
1000,6039,2052
1001,6009,2053
1002,6021,2054
1003,6025,2054
1004,6028,2054
1005,5681,2055
1006,5682,2055
1007,5683,2055
1008,5691,2056
1009,5692,2056
1010,5693,2056
1011,5694,2056
1012,5695,2056
1013,5696,2056
1014,5697,2056
1015,5698,2056
1016,5699,2056
1017,5703,2056
1018,5704,2056
1019,5705,2056
1020,5707,2056
1021,5708,2056
1022,5709,2056
1023,6942,2064
1024,6943,2064
1025,6941,2064
1026,6961,2065
1027,6962,2065
1028,6963,2065
1029,6964,2065
1030,6966,2065
1031,6967,2065
1032,6968,2065
1033,6969,2065
1034,6970,2065
1035,6971,2065
1036,6982,2066
1037,6984,2066
1038,6985,2066
1039,6986,2066
1040,6981,2066
1041,7001,2067|2331
1042,7002,2067
1043,7007,2067
1044,7012,2067
1045,7017,2067
1046,7018,2067
1047,7019,2067
1048,7026,2068
1049,7022,2068
1050,7023,2068
1051,7024,2068
1052,7025,2068
1053,7027,2068
1054,7028,2068
1055,7029,2068
1056,7030,2068
1057,7031,2068
1058,7032,2068
1059,6901,2069
1060,6906,2069
1061,6908,2069
1062,6909,2069
1063,6912,2069|2140
1064,6913,2069|2140
1065,6914,2069|2140
1066,6915,2069|2140
1067,7062,2070
1068,7068,2070
1069,7071,2070
1070,7072,2070
1071,7073,2070
1072,7075,2070
1073,7076,2070
1074,7077,2070
1075,7078,2070
1076,7088,2070
1077,7087,2070
1078,7086,2070
1079,7070,2070
1080,7063,2070
1081,7061,2070
1082,7081,2071|2116|2117|2119|2120|2121
1083,7082,2071|2116|2117|2119|2120|2121
1084,7083,2071|2116|2117|2119|2120|2121
1085,7096,2071|2116|2117|2118|2119|2120|2121
1086,7048,2072|2073|2076
1087,7049,2072|2074|2077
1088,7044,2072|2073|2074|2077
1089,7045,2072|2073|2075|2076
1090,7046,2072|2073|2075|2076
1091,7047,2073|2075|2076
1092,7052,2074
1093,7041,2074|2077
1094,7042,2074|2077
1095,7050,2075
1096,7043,2075|2076
1097,7051,2077
1098,7104,2078
1099,7103,2078
1100,7105,2078
1101,7106,2078
1102,7107,2078
1103,7201,2079
1104,7204,2079
1105,7205,2079
1106,7208,2079
1107,7206,2079
1108,7207,2079
1109,7209,2079
1110,7118,2080
1111,7120,2080
1112,7119,2080
1113,7126,2080
1114,7129,2080
1115,7141,2081
1116,7146,2081|2082|2084|2085|2086
1117,7149,2081|2082|2083|2084|2085|2086
1118,7147,2081|2082
1119,7148,2081
1120,7150,2081
1121,7143,2081
1122,7151,2082
1123,7157,2082
1124,7158,2082
1125,7159,2082
1126,7198,2082
1127,7199,2082
1128,7161,2083
1129,7164,2083
1130,7165,2083
1131,7167,2083
1132,7168,2083
1133,7166,2083
1134,7169,2083
1135,7178,2083
1136,7171,2084
1137,7142,2084
1138,7175,2084
1139,7176,2084
1140,7179,2084
1141,7177,2084
1142,7172,2084
1143,7181,2085
1144,7184,2085
1145,7185,2085
1146,7186,2085
1147,7187,2085
1148,7188,2085
1149,7191,2086
1150,7196,2086
1151,7194,2086
1152,7197,2086
1153,7195,2086
1154,7521,2087
1155,7522,2087
1156,7536,2087
1157,7535,2087
1158,7537,2087
1159,7532,2087
1160,7533,2087
1161,7534,2087
1162,7529,2087
1163,7530,2087
1164,7525,2087
1165,7544,2088|2416
1166,7545,2088|2416
1167,7546,2088
1168,7550,2088
1169,7540,2088
1170,7539,2088
1171,7551,2089
1172,30527,2092|2204|2205
1173,140003,2093|2094
1174,8301,2095
1175,8302,2095
1176,8305,2095
1177,8303,2095
1178,8304,2095
1179,8306,2095
1180,8334,2096
1181,8330,2096
1182,8311,2097
1183,8312,2097
1184,8315,2097
1185,8313,2097
1186,8316,2097
1187,8314,2097
1188,8253,2099|2105
1189,8254,2100|2106
1190,8252,2104
1191,8255,2107
1192,8256,2108
1193,8257,2109
1194,6806,2110
1195,6807,2110
1196,6808,2110
1197,6809,2110
1198,6810,2110
1199,6811,2110
1200,6812,2110
1201,6813,2110
1202,6814,2110
1203,6815,2110
1204,6816,2110
1205,6817,2110
1206,6820,2110
1207,6821,2110
1208,8351,2111
1209,8352,2112
1210,8353,2113
1211,8354,2114
1212,7131,2115
1213,7093,2118
1214,7094,2118
1215,7095,2118
1216,9210,2122
1217,9211,2122
1218,9212,2122
1219,9213,2122
1220,9214,2122
1221,9215,2122
1222,9216,2122
1223,9248,2122
1224,9352,2123
1225,9353,2123
1226,9354,2123
1227,9355,2123
1228,9231,2125
1229,9232,2125
1230,9233,2125
1231,9234,2125
1232,9235,2125
1233,9236,2125
1234,9237,2125
1235,9238,2125
1236,9239,2125
1237,9241,2125
1238,9242,2125
1239,9243,2125
1240,9244,2125
1241,9245,2125
1242,9772,2125|4050|4051|4052|4053
1243,9346,2125
1244,9240,2125
1245,9361,2126
1246,9363,2126
1247,9362,2126
1248,9364,2126
1249,9434,2126
1250,9435,2126
1251,9436,2126
1252,9423,2126
1253,9206,2127|2129|2188|2198|2203
1254,9202,2127|2188|2198|2203
1255,9971,2127|2188|2198|2203
1256,9972,2127|2188|2198|2203
1257,9976,2127|2188|2198|2203
1258,9977,2127|2188|2198|2203
1259,9357,2128
1260,9975,2129
1261,9204,2129
1262,9973,2129
1263,9974,2129
1264,9365,2130
1265,9366,2130
1266,9274,2131
1267,9275,2131
1268,9276,2131
1269,9277,2131
1270,9273,2131
1271,9279,2131
1272,7881,2131
1273,9270,2131
1274,9271,2131
1275,9356,2132
1276,9374,2133
1277,9372,2133
1278,9370,2133
1279,9373,2133
1280,9377,2133
1281,9376,2133
1282,9381,2133
1283,9380,2133
1284,9428,2133
1285,9429,2133
1286,9422,2133|2145
1287,9431,2133
1288,9430,2133
1289,9255,2134
1290,9256,2134
1291,9257,2134
1292,9251,2134
1293,9252,2134
1294,9253,2134
1295,9254,2134
1296,9250,2134
1297,9425,2135
1298,9368,2135
1299,9219,2136
1300,9218,2136
1301,9317,2136
1302,9369,2137
1303,6920,2140
1304,6907,2140
1305,6910,2140
1306,9302,2141
1307,9304,2141
1308,9305,2141
1309,9303,2141
1310,9306,2141
1311,9384,2142
1312,9385,2142
1313,9386,2142
1314,9387,2142
1315,9388,2142
1316,9389,2142
1317,9391,2142
1318,9390,2142
1319,9288,2143
1320,9287,2143
1321,9286,2143
1322,9285,2143
1323,9416,2144
1324,9413,2144
1325,9414,2144
1326,9415,2144
1327,9411,2144
1328,9412,2144
1329,9417,2144
1330,9419,2145
1331,9418,2145
1332,9420,2145
1333,9651,2146
1334,9652,2146
1335,9653,2146
1336,9659,2146
1337,9655,2146
1338,9657,2146
1339,8001,2147
1340,8004,2148
1341,8002,2149
1342,8321,2150
1343,8322,2150
1344,8324,2150
1345,9904,2189
1346,9903,2189
1347,9907,2189
1348,9902,2189
1349,9905,2189
1350,9906,2189
1351,9908,2189
1352,9910,2189
1353,9909,2189
1354,9915,2190
1355,9917,2190
1356,9918,2190
1357,9914,2190|2194
1358,9916,2190
1359,9912,2190
1360,9913,2190|2194
1361,9921,2190
1362,9919,2190
1363,9925,2191
1364,9924,2191
1365,9923,2191
1366,5567,2192
1367,9344,2192
1368,9342,2192
1369,9340,2192
1370,9927,2193
1371,9926,2193
1372,9930,2194
1373,9928,2194
1374,9929,2194
1375,9953,2195
1376,9954,2195
1377,9952,2195
1378,9335,2196
1379,9962,2197
1380,9960,2197
1381,9963,2197
1382,9964,2197
1383,9961,2197
1384,9965,2197
1385,9320,2199
1386,9321,2200
1387,9322,2201
1388,9323,2202
1389,9931,2205
1390,9970,2206
1391,9933,2207
1392,9935,2208
1393,9938,2209
1394,9937,2209
1395,9940,2209
1396,9939,2209
1397,9941,2209
1398,9327,2210
1399,9326,2210
1400,9329,2210
1401,9325,2210
1402,9328,2210
1403,9859,2211
1404,9853,2211
1405,9854,2211
1406,9858,2211
1407,9857,2211
1408,9856,2211
1409,9862,2211
